transaction_id,amount,hour,is_foreign,is_new_device,transactions_today,account_age_days,is_fraud,risk_score,risk_level,anomaly,anomaly_label
422,90,21,1,0,4,1534,0,0.0,Low Risk,-1,Anomaly
423,919,1,1,1,13,24,1,100.0,High Risk,1,Normal
424,99,16,0,0,4,937,0,0.0,Low Risk,1,Normal
425,129,15,0,0,4,856,0,0.0,Low Risk,1,Normal
426,215,11,1,0,3,1754,0,0.0,Low Risk,1,Normal
427,412,17,0,0,2,607,0,0.0,Low Risk,1,Normal
428,432,17,0,0,4,2131,0,0.0,Low Risk,1,Normal
429,196,13,0,0,1,230,0,0.0,Low Risk,1,Normal
430,286,14,0,0,3,2499,0,0.0,Low Risk,1,Normal
431,199,12,0,0,2,2176,0,0.0,Low Risk,1,Normal
432,458,21,0,0,1,697,0,0.0,Low Risk,1,Normal
433,181,14,0,0,3,657,0,0.0,Low Risk,1,Normal
434,249,19,0,0,2,1655,0,0.0,Low Risk,1,Normal
435,58,11,0,0,2,1610,0,0.0,Low Risk,1,Normal
436,108,16,0,0,1,1261,0,0.0,Low Risk,1,Normal
437,347,16,1,1,1,2188,0,0.0,Low Risk,-1,Anomaly
438,62,11,0,0,3,221,0,0.0,Low Risk,1,Normal
439,470,16,0,0,1,1923,0,0.0,Low Risk,1,Normal
440,171,18,0,0,2,1677,0,0.0,Low Risk,1,Normal
441,490,15,0,0,4,2427,0,0.0,Low Risk,1,Normal
442,3602,2,1,0,19,13,1,100.0,High Risk,-1,Anomaly
443,383,16,0,0,2,328,0,0.0,Low Risk,1,Normal
444,71,19,0,0,2,2239,0,0.0,Low Risk,1,Normal
445,456,15,0,0,4,405,0,0.0,Low Risk,1,Normal
446,496,9,0,0,4,2058,0,0.0,Low Risk,1,Normal
447,131,9,0,0,4,1409,0,0.0,Low Risk,1,Normal
448,377,17,0,0,2,2089,0,0.0,Low Risk,1,Normal
449,332,8,0,0,3,1937,0,0.0,Low Risk,1,Normal
450,23,10,0,0,2,940,0,0.0,Low Risk,1,Normal
451,48,10,0,0,4,2069,0,0.0,Low Risk,1,Normal
452,46,15,0,0,3,583,0,0.0,Low Risk,1,Normal
453,359,20,0,0,3,2733,0,0.0,Low Risk,1,Normal
454,1709,4,1,1,17,5,1,100.0,High Risk,1,Normal
455,723,1,1,1,14,11,1,100.0,High Risk,1,Normal
456,381,15,0,0,3,2107,0,0.0,Low Risk,1,Normal
457,105,15,0,0,2,1818,0,0.0,Low Risk,1,Normal
458,91,21,0,0,3,1322,0,0.0,Low Risk,1,Normal
459,4886,3,1,1,19,12,1,100.0,High Risk,-1,Anomaly
460,196,11,0,0,3,989,0,0.0,Low Risk,1,Normal
461,152,8,0,0,2,747,0,0.0,Low Risk,1,Normal
462,455,13,0,0,3,1058,0,0.0,Low Risk,1,Normal
463,162,10,0,0,1,1302,0,0.0,Low Risk,1,Normal
464,470,12,0,0,3,1524,0,0.0,Low Risk,1,Normal
465,248,8,0,0,4,692,0,0.0,Low Risk,1,Normal
466,63,16,0,0,3,1265,0,0.0,Low Risk,1,Normal
467,427,17,0,1,4,2695,0,0.0,Low Risk,1,Normal
468,479,14,0,0,4,2185,0,0.0,Low Risk,1,Normal
469,3822,2,1,1,9,8,1,100.0,High Risk,1,Normal
470,2681,0,1,1,16,16,1,100.0,High Risk,1,Normal
471,464,18,0,1,2,2067,0,0.0,Low Risk,1,Normal
472,450,20,0,0,4,2517,0,0.0,Low Risk,1,Normal
473,1516,2,1,1,12,16,1,100.0,High Risk,1,Normal
474,161,10,0,0,1,1522,0,0.0,Low Risk,1,Normal
475,351,9,0,0,2,617,0,0.0,Low Risk,1,Normal
476,402,13,0,0,4,1116,0,0.0,Low Risk,1,Normal
477,349,15,0,0,4,357,0,0.0,Low Risk,1,Normal
478,411,20,1,1,2,2034,0,0.0,Low Risk,-1,Anomaly
479,67,20,0,1,3,2482,0,0.0,Low Risk,-1,Anomaly
480,31,13,0,1,3,1883,0,0.0,Low Risk,1,Normal
481,135,17,0,0,2,2149,0,0.0,Low Risk,1,Normal
482,167,20,0,0,4,1953,0,0.0,Low Risk,1,Normal
483,26,18,0,0,2,991,0,0.0,Low Risk,1,Normal
484,44,18,0,0,2,2236,0,0.0,Low Risk,1,Normal
485,327,18,0,0,2,1355,0,0.0,Low Risk,1,Normal
486,336,11,0,0,4,2989,0,0.0,Low Risk,1,Normal
487,317,15,0,0,2,460,0,0.0,Low Risk,1,Normal
488,443,19,0,0,3,2394,0,0.0,Low Risk,1,Normal
489,67,21,0,0,2,2780,0,0.0,Low Risk,1,Normal
490,156,9,0,0,4,684,0,0.0,Low Risk,1,Normal
491,18,16,0,0,3,152,0,0.0,Low Risk,1,Normal
492,273,8,0,0,2,1550,0,0.0,Low Risk,1,Normal
493,369,17,0,0,1,942,0,0.0,Low Risk,1,Normal
494,162,14,0,0,4,145,0,0.0,Low Risk,1,Normal
495,429,15,0,1,3,2835,0,0.0,Low Risk,1,Normal
496,389,21,0,0,4,687,0,0.0,Low Risk,1,Normal
497,4399,2,1,0,9,27,1,100.0,High Risk,-1,Anomaly
498,201,14,0,0,3,1434,0,0.0,Low Risk,1,Normal
499,3153,4,1,0,17,10,1,100.0,High Risk,-1,Anomaly
500,4456,1,1,1,18,12,1,100.0,High Risk,-1,Anomaly
501,475,17,1,0,1,327,0,0.0,Low Risk,-1,Anomaly
502,293,20,0,1,3,1337,0,0.0,Low Risk,1,Normal
503,110,8,0,0,4,2198,0,0.0,Low Risk,1,Normal
504,1658,5,1,1,15,5,1,100.0,High Risk,1,Normal
505,1361,2,1,1,17,26,1,100.0,High Risk,1,Normal
506,355,21,0,0,1,558,0,0.0,Low Risk,1,Normal
507,240,17,0,0,1,2537,0,0.0,Low Risk,1,Normal
508,104,9,0,1,2,2250,0,0.0,Low Risk,1,Normal
509,238,9,0,0,1,604,0,0.0,Low Risk,1,Normal
510,81,14,0,0,2,2265,0,0.0,Low Risk,1,Normal
511,210,15,0,0,2,2021,0,0.0,Low Risk,1,Normal
512,451,9,0,0,1,307,0,0.0,Low Risk,1,Normal
513,407,20,0,0,1,1665,0,0.0,Low Risk,1,Normal
514,2538,0,1,1,14,19,1,100.0,High Risk,1,Normal
515,1192,5,1,1,18,5,1,100.0,High Risk,-1,Anomaly
516,4485,0,1,1,18,18,1,100.0,High Risk,-1,Anomaly
517,280,13,0,0,1,2791,0,0.0,Low Risk,1,Normal
518,351,15,0,0,2,1078,0,0.0,Low Risk,1,Normal
519,57,10,0,0,3,659,0,0.0,Low Risk,1,Normal
520,397,9,0,0,4,366,0,0.0,Low Risk,1,Normal
521,394,11,0,0,3,1038,0,0.0,Low Risk,1,Normal
522,518,0,1,1,12,25,1,98.0,High Risk,1,Normal
523,368,14,0,0,1,2260,0,0.0,Low Risk,1,Normal
524,137,17,0,1,1,2007,0,0.0,Low Risk,1,Normal
525,240,13,0,1,3,371,0,0.0,Low Risk,1,Normal
526,528,1,1,1,18,1,1,98.0,High Risk,-1,Anomaly
527,170,13,1,0,4,35,0,5.0,Low Risk,1,Normal
528,419,10,1,1,1,1896,0,0.0,Low Risk,-1,Anomaly
529,142,16,0,0,4,469,0,0.0,Low Risk,1,Normal
530,472,10,0,0,1,2523,0,0.0,Low Risk,1,Normal
531,2223,1,1,0,19,22,1,100.0,High Risk,-1,Anomaly
532,131,17,0,1,2,339,0,0.0,Low Risk,1,Normal
533,181,21,0,0,4,2660,0,0.0,Low Risk,1,Normal
534,357,14,0,1,1,1611,0,0.0,Low Risk,1,Normal
535,358,13,0,0,2,555,0,0.0,Low Risk,1,Normal
536,19,12,0,0,4,1533,0,0.0,Low Risk,1,Normal
537,289,17,0,0,1,2810,0,0.0,Low Risk,1,Normal
538,1951,0,1,1,14,12,1,100.0,High Risk,1,Normal
539,499,16,0,0,4,419,0,0.0,Low Risk,1,Normal
540,426,16,0,0,1,1933,0,0.0,Low Risk,1,Normal
541,979,5,1,1,9,10,1,100.0,High Risk,1,Normal
542,195,11,0,0,1,2125,0,0.0,Low Risk,1,Normal
543,292,21,0,0,3,1006,0,0.0,Low Risk,1,Normal
544,2017,0,1,1,14,22,1,100.0,High Risk,1,Normal
545,3146,3,1,1,13,1,1,100.0,High Risk,1,Normal
546,284,9,0,1,1,620,0,0.0,Low Risk,1,Normal
547,4541,5,1,1,18,22,1,100.0,High Risk,-1,Anomaly
548,30,12,0,0,4,299,0,0.0,Low Risk,1,Normal
549,153,10,1,0,4,268,0,0.0,Low Risk,1,Normal
550,79,21,0,0,3,1298,0,0.0,Low Risk,1,Normal
551,263,21,1,0,2,525,0,0.0,Low Risk,1,Normal
552,498,9,0,0,4,926,0,0.0,Low Risk,1,Normal
553,224,16,0,0,3,1463,0,0.0,Low Risk,1,Normal
554,174,10,0,0,3,2572,0,0.0,Low Risk,1,Normal
555,122,19,0,0,2,1004,0,0.0,Low Risk,1,Normal
556,158,8,0,0,3,1674,0,0.0,Low Risk,1,Normal
557,374,18,0,0,3,401,0,0.0,Low Risk,1,Normal
558,3840,3,1,1,17,25,1,100.0,High Risk,-1,Anomaly
559,242,14,0,1,4,2002,0,0.0,Low Risk,1,Normal
560,151,9,1,0,3,2047,0,0.0,Low Risk,1,Normal
561,451,18,0,0,4,2776,0,0.0,Low Risk,1,Normal
562,201,13,0,0,3,2107,0,0.0,Low Risk,1,Normal
563,1007,4,0,1,15,26,1,100.0,High Risk,-1,Anomaly
564,1338,5,1,1,12,4,1,100.0,High Risk,1,Normal
565,462,10,0,0,2,800,0,0.0,Low Risk,1,Normal
566,363,18,0,0,2,1367,0,0.0,Low Risk,1,Normal
567,380,15,0,0,3,630,0,0.0,Low Risk,1,Normal
568,234,20,0,0,1,134,0,0.0,Low Risk,1,Normal
569,4215,4,1,1,9,10,1,100.0,High Risk,1,Normal
570,71,9,0,0,1,1632,0,0.0,Low Risk,1,Normal
571,44,20,0,0,3,1526,0,0.0,Low Risk,1,Normal
572,144,18,0,0,2,522,0,0.0,Low Risk,1,Normal
573,327,8,0,0,3,170,0,0.0,Low Risk,1,Normal
574,273,13,0,1,2,2684,0,0.0,Low Risk,1,Normal
575,483,13,0,0,4,921,0,0.0,Low Risk,1,Normal
576,145,17,0,0,2,168,0,0.0,Low Risk,1,Normal
577,78,9,0,1,1,900,0,0.0,Low Risk,1,Normal
578,393,20,0,0,4,2121,0,0.0,Low Risk,1,Normal
579,260,21,0,0,2,1687,0,0.0,Low Risk,1,Normal
580,486,12,0,0,1,1446,0,0.0,Low Risk,1,Normal
581,378,15,0,0,4,2135,0,0.0,Low Risk,1,Normal
582,255,14,0,0,2,1002,0,0.0,Low Risk,1,Normal
583,123,12,0,0,3,2487,0,0.0,Low Risk,1,Normal
584,272,12,0,0,3,2085,0,0.0,Low Risk,1,Normal
585,482,10,0,0,3,1441,0,0.0,Low Risk,1,Normal
586,112,12,0,1,1,1282,0,0.0,Low Risk,1,Normal
587,46,11,0,1,1,2851,0,0.0,Low Risk,-1,Anomaly
588,3587,1,1,1,11,7,1,100.0,High Risk,1,Normal
589,265,15,0,0,3,1671,0,0.0,Low Risk,1,Normal
590,348,14,0,0,1,556,0,0.0,Low Risk,1,Normal
591,282,17,1,0,1,1606,0,0.0,Low Risk,1,Normal
592,14,15,0,0,3,322,0,0.0,Low Risk,1,Normal
593,229,17,0,0,1,905,0,0.0,Low Risk,1,Normal
594,24,20,0,0,4,982,0,0.0,Low Risk,1,Normal
595,357,9,0,0,4,456,0,0.0,Low Risk,1,Normal
596,101,18,0,1,2,1046,0,0.0,Low Risk,1,Normal
597,269,9,0,0,1,2315,0,0.0,Low Risk,1,Normal
598,3436,1,1,0,8,3,1,100.0,High Risk,-1,Anomaly
599,355,9,0,0,1,1547,0,0.0,Low Risk,1,Normal
600,4550,0,0,1,11,23,1,100.0,High Risk,-1,Anomaly
601,474,20,0,0,1,1612,0,0.0,Low Risk,1,Normal
602,324,15,0,0,3,2074,0,0.0,Low Risk,1,Normal
603,62,13,0,0,1,1784,0,0.0,Low Risk,1,Normal
604,353,16,0,0,3,2184,0,0.0,Low Risk,1,Normal
605,289,13,0,0,2,1753,0,0.0,Low Risk,1,Normal
606,1056,2,1,1,15,27,1,100.0,High Risk,1,Normal
607,361,21,0,0,1,1617,0,0.0,Low Risk,1,Normal
608,1001,2,0,1,16,14,1,100.0,High Risk,-1,Anomaly
609,282,13,0,0,2,1246,0,0.0,Low Risk,1,Normal
610,13,11,1,0,3,2666,0,0.0,Low Risk,-1,Anomaly
611,21,19,0,0,4,2829,0,0.0,Low Risk,1,Normal
612,164,12,0,0,1,1008,0,0.0,Low Risk,1,Normal
613,485,10,0,1,3,1479,0,0.0,Low Risk,1,Normal
614,418,9,0,0,1,289,0,0.0,Low Risk,1,Normal
615,44,14,0,0,4,900,0,0.0,Low Risk,1,Normal
616,453,15,0,1,1,2685,0,0.0,Low Risk,1,Normal
617,325,16,0,0,4,743,0,0.0,Low Risk,1,Normal
618,231,8,0,0,2,2893,0,0.0,Low Risk,1,Normal
619,1453,5,0,1,12,21,1,100.0,High Risk,-1,Anomaly
620,471,17,0,0,4,2261,0,0.0,Low Risk,1,Normal
621,3154,5,1,1,12,25,1,100.0,High Risk,1,Normal
622,227,10,0,0,3,2254,0,0.0,Low Risk,1,Normal
623,322,11,0,0,3,154,0,0.0,Low Risk,1,Normal
624,251,12,0,1,4,395,0,0.0,Low Risk,1,Normal
625,262,15,0,0,3,916,0,0.0,Low Risk,1,Normal
626,351,14,0,0,4,988,0,0.0,Low Risk,1,Normal
627,376,21,0,0,2,344,0,0.0,Low Risk,1,Normal
628,276,12,0,0,3,1107,0,0.0,Low Risk,1,Normal
629,355,9,0,0,1,1940,0,0.0,Low Risk,1,Normal
630,125,13,0,1,1,169,0,0.0,Low Risk,1,Normal
631,143,15,0,0,1,2997,0,0.0,Low Risk,1,Normal
632,210,16,0,1,1,296,0,0.0,Low Risk,1,Normal
633,138,19,1,0,4,912,0,0.0,Low Risk,-1,Anomaly
634,4036,4,1,1,13,5,1,100.0,High Risk,1,Normal
635,236,17,0,0,1,1649,0,0.0,Low Risk,1,Normal
636,50,21,0,0,1,357,0,0.0,Low Risk,1,Normal
637,188,10,0,0,3,1408,0,0.0,Low Risk,1,Normal
638,485,19,0,0,2,728,0,0.0,Low Risk,1,Normal
639,261,11,0,0,4,2461,0,0.0,Low Risk,1,Normal
640,191,14,0,0,2,2267,0,0.0,Low Risk,1,Normal
641,56,21,0,0,4,2339,0,0.0,Low Risk,1,Normal
642,259,17,0,0,3,2659,0,0.0,Low Risk,1,Normal
643,743,4,1,1,17,23,1,100.0,High Risk,1,Normal
644,3596,1,1,1,15,2,1,100.0,High Risk,1,Normal
645,67,13,0,0,4,1059,0,0.0,Low Risk,1,Normal
646,125,19,1,0,1,2005,0,0.0,Low Risk,-1,Anomaly
647,423,8,0,0,4,2835,0,0.0,Low Risk,1,Normal
648,156,19,0,0,2,2715,0,0.0,Low Risk,1,Normal
649,172,9,0,0,4,1906,0,0.0,Low Risk,1,Normal
650,295,8,0,1,3,1336,0,0.0,Low Risk,1,Normal
651,108,14,0,0,4,651,0,0.0,Low Risk,1,Normal
652,313,15,0,0,1,298,0,0.0,Low Risk,1,Normal
653,310,14,0,0,4,876,0,0.0,Low Risk,1,Normal
654,2235,4,1,1,18,24,1,100.0,High Risk,-1,Anomaly
655,263,12,0,0,1,1501,0,0.0,Low Risk,1,Normal
656,382,15,0,0,4,1178,0,0.0,Low Risk,1,Normal
657,395,21,0,0,1,2147,0,0.0,Low Risk,1,Normal
658,406,19,0,0,4,1911,0,0.0,Low Risk,1,Normal
659,186,20,0,0,2,950,0,0.0,Low Risk,1,Normal
660,13,18,0,0,3,200,0,0.0,Low Risk,1,Normal
661,319,17,0,0,4,2964,0,0.0,Low Risk,1,Normal
662,199,13,0,0,1,1414,0,0.0,Low Risk,1,Normal
663,368,14,0,0,4,337,0,0.0,Low Risk,1,Normal
664,161,10,0,1,3,249,0,0.0,Low Risk,1,Normal
665,221,21,0,0,1,1974,0,0.0,Low Risk,1,Normal
666,410,15,0,0,4,994,0,0.0,Low Risk,1,Normal
667,405,10,1,0,2,282,0,0.0,Low Risk,1,Normal
668,283,9,0,0,2,2794,0,0.0,Low Risk,1,Normal
669,122,15,0,0,2,690,0,0.0,Low Risk,1,Normal
670,3638,0,0,1,18,23,1,100.0,High Risk,-1,Anomaly
671,494,13,0,0,1,2016,0,0.0,Low Risk,1,Normal
672,301,19,0,0,1,894,0,0.0,Low Risk,1,Normal
673,140,14,0,0,1,2492,0,0.0,Low Risk,1,Normal
674,169,9,0,0,2,1728,0,0.0,Low Risk,1,Normal
675,1711,0,1,1,19,19,1,100.0,High Risk,-1,Anomaly
676,251,16,0,0,3,537,0,0.0,Low Risk,1,Normal
677,422,13,0,0,2,1224,0,0.0,Low Risk,1,Normal
678,131,21,0,0,1,1853,0,0.0,Low Risk,1,Normal
679,314,13,1,1,3,2980,0,0.0,Low Risk,-1,Anomaly
680,426,14,0,0,3,735,0,0.0,Low Risk,1,Normal
681,156,12,0,0,2,2265,0,0.0,Low Risk,1,Normal
682,108,17,0,0,1,1511,0,0.0,Low Risk,1,Normal
683,347,10,0,0,2,2461,0,0.0,Low Risk,1,Normal
684,349,12,0,0,1,1212,0,0.0,Low Risk,1,Normal
685,63,13,1,0,2,1079,0,0.0,Low Risk,1,Normal
686,459,21,0,1,1,1128,0,0.0,Low Risk,-1,Anomaly
687,125,14,1,0,2,2647,0,0.0,Low Risk,1,Normal
688,410,8,0,1,1,2458,0,0.0,Low Risk,-1,Anomaly
689,453,14,0,1,4,1164,0,0.0,Low Risk,1,Normal
690,3170,4,1,0,16,12,1,100.0,High Risk,-1,Anomaly
691,67,17,0,0,2,1300,0,0.0,Low Risk,1,Normal
692,113,14,1,0,1,2227,0,0.0,Low Risk,-1,Anomaly
693,237,12,0,0,3,1496,0,0.0,Low Risk,1,Normal
694,78,15,0,0,2,224,0,0.0,Low Risk,1,Normal
695,347,20,0,1,4,1747,0,0.0,Low Risk,1,Normal
696,452,17,0,0,2,2432,0,0.0,Low Risk,1,Normal
697,299,14,0,0,2,119,0,0.0,Low Risk,1,Normal
698,127,17,0,0,4,2873,0,0.0,Low Risk,1,Normal
699,115,12,1,0,2,1786,0,0.0,Low Risk,1,Normal
700,2014,3,1,1,16,26,1,100.0,High Risk,1,Normal
701,483,11,0,0,4,2531,0,0.0,Low Risk,1,Normal
702,200,10,0,0,4,2270,0,0.0,Low Risk,1,Normal
703,165,18,0,0,2,1095,0,0.0,Low Risk,1,Normal
704,485,11,0,0,1,536,0,0.0,Low Risk,1,Normal
705,224,10,0,0,2,1604,0,0.0,Low Risk,1,Normal
706,172,11,0,1,4,48,0,0.0,Low Risk,1,Normal
707,378,12,0,0,1,365,0,0.0,Low Risk,1,Normal
708,490,11,0,1,1,839,0,0.0,Low Risk,1,Normal
709,197,12,0,0,4,1230,0,0.0,Low Risk,1,Normal
710,110,9,0,0,1,302,0,0.0,Low Risk,1,Normal
711,469,9,0,0,1,1118,0,0.0,Low Risk,1,Normal
712,133,20,1,0,1,105,0,0.0,Low Risk,-1,Anomaly
713,110,10,0,0,4,1356,0,0.0,Low Risk,1,Normal
714,340,16,0,0,3,2371,0,0.0,Low Risk,1,Normal
715,374,20,0,0,3,2075,0,0.0,Low Risk,1,Normal
716,426,21,1,0,4,159,0,0.0,Low Risk,-1,Anomaly
717,323,8,0,0,3,1650,0,0.0,Low Risk,1,Normal
718,3865,4,0,1,9,26,1,100.0,High Risk,-1,Anomaly
719,484,12,0,1,1,2555,0,0.0,Low Risk,-1,Anomaly
720,74,17,0,0,1,1191,0,0.0,Low Risk,1,Normal
721,3145,4,1,1,18,21,1,100.0,High Risk,-1,Anomaly
722,3279,0,0,1,15,4,1,100.0,High Risk,-1,Anomaly
723,1936,5,1,1,9,26,1,100.0,High Risk,1,Normal
724,3926,4,1,0,10,1,1,100.0,High Risk,-1,Anomaly
725,189,11,1,0,4,977,0,0.0,Low Risk,1,Normal
726,369,9,0,0,2,2462,0,0.0,Low Risk,1,Normal
727,382,16,0,1,3,2563,0,0.0,Low Risk,1,Normal
728,450,15,0,0,4,1529,0,0.0,Low Risk,1,Normal
729,156,8,1,1,4,1300,0,0.0,Low Risk,-1,Anomaly
730,497,9,1,0,3,105,0,0.0,Low Risk,-1,Anomaly
731,4235,1,1,1,12,2,1,100.0,High Risk,1,Normal
732,160,11,0,1,4,2391,0,0.0,Low Risk,1,Normal
733,340,11,0,0,2,1248,0,0.0,Low Risk,1,Normal
734,216,19,0,0,4,1300,0,0.0,Low Risk,1,Normal
735,455,10,0,0,1,2926,0,0.0,Low Risk,1,Normal
736,29,18,0,0,2,1309,0,0.0,Low Risk,1,Normal
737,267,21,0,1,3,1696,0,0.0,Low Risk,1,Normal
738,313,18,0,0,4,878,0,0.0,Low Risk,1,Normal
739,186,19,0,0,3,1149,0,0.0,Low Risk,1,Normal
740,3656,4,1,1,8,9,1,100.0,High Risk,1,Normal
741,4378,5,1,1,19,28,1,100.0,High Risk,-1,Anomaly
742,281,14,0,0,2,999,0,0.0,Low Risk,1,Normal
743,890,5,1,1,15,1,1,100.0,High Risk,1,Normal
744,482,15,0,0,1,1388,0,0.0,Low Risk,1,Normal
745,36,15,0,0,4,1965,0,0.0,Low Risk,1,Normal
746,206,9,0,0,3,147,0,0.0,Low Risk,1,Normal
747,117,10,0,0,2,1126,0,0.0,Low Risk,1,Normal
748,169,16,0,0,1,396,0,0.0,Low Risk,1,Normal
749,314,19,1,0,2,2954,0,0.0,Low Risk,-1,Anomaly
750,465,10,0,0,2,1260,0,0.0,Low Risk,1,Normal
751,200,9,0,0,3,1224,0,0.0,Low Risk,1,Normal
752,382,20,0,0,3,2704,0,0.0,Low Risk,1,Normal
753,355,16,0,0,2,2063,0,0.0,Low Risk,1,Normal
754,212,19,0,1,1,272,0,0.0,Low Risk,-1,Anomaly
755,139,8,0,0,3,602,0,0.0,Low Risk,1,Normal
756,406,9,0,0,2,2500,0,0.0,Low Risk,1,Normal
757,397,8,0,0,4,900,0,0.0,Low Risk,1,Normal
758,295,11,0,0,2,458,0,0.0,Low Risk,1,Normal
759,51,8,0,0,4,1738,0,0.0,Low Risk,1,Normal
760,42,8,0,1,1,1286,0,0.0,Low Risk,1,Normal
761,464,17,0,0,3,2776,0,0.0,Low Risk,1,Normal
762,2655,3,0,0,11,18,1,100.0,High Risk,-1,Anomaly
763,154,21,0,0,4,2719,0,0.0,Low Risk,1,Normal
764,201,12,0,0,3,2278,0,0.0,Low Risk,1,Normal
765,44,20,0,0,1,2081,0,0.0,Low Risk,1,Normal
766,240,12,0,0,3,2072,0,0.0,Low Risk,1,Normal
767,196,18,0,0,2,559,0,0.0,Low Risk,1,Normal
768,242,13,0,0,2,116,0,0.0,Low Risk,1,Normal
769,289,15,0,0,2,864,0,0.0,Low Risk,1,Normal
770,4417,2,1,1,17,28,1,100.0,High Risk,-1,Anomaly
771,117,13,0,0,3,813,0,0.0,Low Risk,1,Normal
772,289,17,0,0,2,2816,0,0.0,Low Risk,1,Normal
773,213,21,0,0,4,2111,0,0.0,Low Risk,1,Normal
774,4586,0,1,1,12,21,1,100.0,High Risk,-1,Anomaly
775,364,17,0,0,2,2831,0,0.0,Low Risk,1,Normal
776,315,11,0,0,4,2190,0,0.0,Low Risk,1,Normal
777,103,15,0,0,3,979,0,0.0,Low Risk,1,Normal
778,445,13,0,0,2,2923,0,0.0,Low Risk,1,Normal
779,1692,4,0,0,17,2,1,100.0,High Risk,-1,Anomaly
780,355,15,0,0,3,2368,0,0.0,Low Risk,1,Normal
781,310,13,0,0,4,2981,0,0.0,Low Risk,1,Normal
782,62,20,0,1,1,1097,0,0.0,Low Risk,-1,Anomaly
783,480,11,0,0,4,2083,0,0.0,Low Risk,1,Normal
784,160,16,0,0,3,1045,0,0.0,Low Risk,1,Normal
785,114,16,1,0,1,2156,0,0.0,Low Risk,-1,Anomaly
786,144,19,0,0,2,554,0,0.0,Low Risk,1,Normal
787,135,17,0,1,4,2881,0,0.0,Low Risk,-1,Anomaly
788,388,12,0,0,2,1922,0,0.0,Low Risk,1,Normal
789,374,16,0,0,3,2600,0,0.0,Low Risk,1,Normal
790,189,20,0,0,2,417,0,0.0,Low Risk,1,Normal
791,411,17,0,0,3,2129,0,0.0,Low Risk,1,Normal
792,281,14,1,0,4,809,0,0.0,Low Risk,1,Normal
793,465,15,1,0,3,2556,0,0.0,Low Risk,-1,Anomaly
794,455,10,0,0,3,1840,0,0.0,Low Risk,1,Normal
795,413,15,0,1,2,1298,0,0.0,Low Risk,1,Normal
796,122,21,0,0,2,500,0,0.0,Low Risk,1,Normal
797,299,10,0,0,2,1341,0,0.0,Low Risk,1,Normal
798,455,16,0,0,1,1308,0,0.0,Low Risk,1,Normal
799,153,19,1,0,3,1838,0,0.0,Low Risk,1,Normal
800,215,18,1,0,4,1439,0,0.0,Low Risk,1,Normal
801,416,13,0,1,4,2524,0,0.0,Low Risk,1,Normal
802,360,14,0,0,2,172,0,0.0,Low Risk,1,Normal
803,116,12,0,0,1,1046,0,0.0,Low Risk,1,Normal
804,256,14,0,0,2,490,0,0.0,Low Risk,1,Normal
805,426,20,0,1,4,2577,0,0.0,Low Risk,-1,Anomaly
806,253,9,0,0,3,754,0,0.0,Low Risk,1,Normal
807,304,8,0,0,2,2967,0,0.0,Low Risk,1,Normal
808,3756,5,1,1,8,28,1,100.0,High Risk,-1,Anomaly
809,156,17,0,0,4,821,0,0.0,Low Risk,1,Normal
810,14,8,0,0,1,1491,0,0.0,Low Risk,1,Normal
811,108,14,0,0,2,309,0,0.0,Low Risk,1,Normal
812,454,12,0,0,4,112,0,0.0,Low Risk,1,Normal
813,177,15,0,1,4,2271,0,0.0,Low Risk,1,Normal
814,207,12,0,0,2,2041,0,0.0,Low Risk,1,Normal
815,443,13,0,1,3,1262,0,0.0,Low Risk,1,Normal
816,326,17,0,1,4,1988,0,0.0,Low Risk,1,Normal
817,335,8,0,0,1,1498,0,0.0,Low Risk,1,Normal
818,210,20,0,0,4,221,0,0.0,Low Risk,1,Normal
819,166,17,0,0,2,1046,0,0.0,Low Risk,1,Normal
820,654,5,1,1,12,22,1,100.0,High Risk,1,Normal
821,278,21,0,0,4,2381,0,0.0,Low Risk,1,Normal
822,21,10,0,1,2,274,0,0.0,Low Risk,1,Normal
823,334,12,0,0,4,1855,0,0.0,Low Risk,1,Normal
824,373,12,0,0,4,2364,0,0.0,Low Risk,1,Normal
825,173,13,0,0,3,2958,0,0.0,Low Risk,1,Normal
826,407,20,0,0,1,2716,0,0.0,Low Risk,1,Normal
827,378,12,0,0,1,1706,0,0.0,Low Risk,1,Normal
828,3940,4,0,0,13,28,1,100.0,High Risk,-1,Anomaly
829,388,17,0,1,4,453,0,0.0,Low Risk,1,Normal
830,262,19,0,0,3,2571,0,0.0,Low Risk,1,Normal
831,334,14,0,0,1,177,0,0.0,Low Risk,1,Normal
832,178,11,0,0,4,1033,0,0.0,Low Risk,1,Normal
833,4556,4,1,1,13,9,1,100.0,High Risk,1,Normal
834,37,21,0,0,3,1273,0,0.0,Low Risk,1,Normal
835,429,13,0,0,1,2775,0,0.0,Low Risk,1,Normal
836,140,20,0,0,4,82,0,0.0,Low Risk,1,Normal
837,188,17,0,0,3,1234,0,0.0,Low Risk,1,Normal
838,245,10,0,0,4,2083,0,0.0,Low Risk,1,Normal
839,292,10,0,0,4,1764,0,0.0,Low Risk,1,Normal
840,185,10,0,0,4,2840,0,0.0,Low Risk,1,Normal
841,14,9,0,0,1,710,0,0.0,Low Risk,1,Normal
842,1684,4,1,0,17,26,1,100.0,High Risk,-1,Anomaly
843,413,8,0,1,3,461,0,0.0,Low Risk,1,Normal
