transaction_id,amount,hour,is_foreign,is_new_device,transactions_today,account_age_days,is_fraud
834,37,21,0,0,3,1273,0
835,429,13,0,0,1,2775,0
836,140,20,0,0,4,82,0
837,188,17,0,0,3,1234,0
838,245,10,0,0,4,2083,0
839,292,10,0,0,4,1764,0
840,185,10,0,0,4,2840,0
841,14,9,0,0,1,710,0
842,1684,4,1,0,17,26,1
843,413,8,0,1,3,461,0
844,16,14,0,0,3,1515,0
845,60,16,0,0,2,1387,0
846,226,21,0,0,4,1477,0
847,2282,0,0,1,13,8,1
848,383,15,0,0,1,1732,0
849,484,19,0,0,1,2983,0
850,407,10,0,0,3,1322,0
851,234,15,0,0,4,1014,0
852,85,8,0,0,1,509,0
853,1390,0,1,1,19,7,1
854,773,3,1,1,15,18,1
855,34,13,0,0,4,2699,0
856,4003,1,1,0,19,19,1
857,297,13,0,0,2,1454,0
858,57,15,0,0,3,1998,0
859,409,15,0,0,1,2730,0
860,105,9,0,0,4,2007,0
861,28,16,0,0,2,1698,0
862,227,19,0,0,3,1943,0
863,494,15,0,0,1,1713,0
864,994,2,1,1,15,4,1
865,436,13,0,0,2,317,0
866,470,12,0,1,2,2688,0
867,364,14,0,0,4,982,0
868,3996,0,0,1,14,21,1
869,108,14,0,0,3,807,0
870,66,10,0,0,2,1203,0
871,369,8,0,0,2,2197,0
872,74,12,0,1,2,101,0
873,355,10,0,0,1,1749,0
874,481,13,0,0,1,279,0
875,420,16,0,0,1,1996,0
876,2531,3,1,1,9,7,1
877,61,17,0,0,1,926,0
878,376,9,0,0,3,1420,0
879,2726,0,1,1,12,11,1
880,326,17,0,1,4,1528,0
881,98,21,0,0,1,1914,0
882,24,20,0,0,1,2777,0
883,334,9,0,0,1,2896,0
884,499,17,0,0,4,2493,0
885,261,21,0,0,1,2779,0
886,1058,1,1,1,9,15,1
887,291,19,0,0,3,2942,0
888,277,9,0,1,4,2380,0
889,3499,0,1,0,13,1,1
890,400,10,0,0,1,1136,0
891,129,20,0,0,3,1113,0
892,199,18,0,0,3,378,0
893,332,12,0,0,1,1477,0
894,225,20,1,0,2,2216,0
895,756,2,1,0,10,23,1
896,266,18,0,1,2,1603,0
897,109,21,0,1,2,1475,0
898,364,17,0,0,4,1583,0
899,455,14,0,1,3,1180,0
900,105,14,0,0,1,1991,0
901,351,18,0,0,2,714,0
902,22,17,0,0,1,1844,0
903,233,17,0,0,4,342,0
904,229,8,0,0,3,1630,0
905,38,19,0,0,3,1363,0
906,72,13,0,0,1,2859,0
907,499,19,0,1,1,1794,0
908,2669,4,0,1,11,16,1
909,135,11,0,0,3,232,0
910,2369,2,1,1,14,11,1
911,195,21,0,0,2,1473,0
912,366,20,0,0,2,1285,0
913,482,18,0,0,1,300,0
914,395,9,0,0,3,749,0
915,412,10,0,0,2,2580,0
916,1731,1,1,1,8,5,1
917,376,9,0,0,4,2314,0
918,1664,3,1,0,17,7,1
919,108,16,1,0,4,101,0
920,394,13,0,1,4,1740,0
921,58,9,0,1,3,1597,0
922,256,10,0,0,2,1660,0
923,226,14,0,0,2,497,0
924,822,4,1,1,15,24,1
925,417,8,0,0,3,1011,0
926,200,18,0,0,2,1687,0
927,143,21,0,0,2,2106,0
928,3469,4,0,0,19,9,1
929,277,15,0,0,1,216,0
930,323,9,0,0,2,101,0
931,4976,5,1,1,9,5,1
932,4706,3,1,1,14,6,1
933,494,14,0,0,4,2686,0
934,3274,0,0,1,16,18,1
935,4354,2,1,0,17,15,1
936,3994,4,1,1,14,13,1
937,308,13,0,0,2,808,0
938,480,8,0,1,3,1073,0
939,155,18,0,1,3,2444,0
940,1403,3,1,1,16,8,1
941,3743,4,0,1,14,24,1
942,232,18,0,0,4,2925,0
943,156,20,0,0,1,1811,0
944,181,13,0,1,1,1503,0
945,389,12,0,0,1,1242,0
946,4770,4,1,1,16,12,1
947,223,17,0,0,2,133,0
948,179,12,1,0,1,941,0
949,346,14,0,0,1,335,0
950,1964,5,1,0,8,15,1
951,418,9,0,1,4,158,0
952,261,19,0,0,1,2762,0
953,268,20,0,0,3,953,0
954,2354,2,1,0,11,22,1
955,427,11,0,1,3,1765,0
956,248,12,0,0,4,567,0
957,3658,0,1,1,9,7,1
958,256,12,0,0,3,628,0
959,222,10,0,0,1,1878,0
960,240,15,0,0,2,1216,0
961,351,15,0,1,4,827,0
962,211,13,0,0,2,2328,0
963,313,18,0,0,3,1254,0
964,31,8,1,0,1,2475,0
965,479,18,0,0,4,2903,0
966,444,20,1,0,3,314,0
967,448,10,0,0,2,1932,0
968,2047,2,1,0,10,5,1
969,339,21,0,0,2,1604,0
970,393,19,0,0,4,1200,0
971,226,10,0,0,2,1151,0
972,329,18,0,0,4,2839,0
973,277,17,0,0,4,851,0
974,298,11,0,0,3,1969,0
975,4743,1,1,1,16,15,1
976,95,16,0,0,1,1428,0
977,3766,0,1,1,17,8,1
978,403,11,0,0,2,945,0
979,4481,3,1,1,8,13,1
980,455,8,0,0,3,463,0
981,112,12,0,0,4,1660,0
982,108,15,0,0,1,846,0
983,354,18,0,0,1,1259,0
984,486,13,0,0,4,132,0
985,19,14,0,0,4,2316,0
986,169,11,0,1,1,2371,0
987,107,17,0,1,3,1832,0
988,238,20,0,0,4,200,0
989,941,4,1,1,14,22,1
990,431,20,0,0,4,881,0
991,433,18,1,0,3,520,0
992,153,18,0,0,4,2104,0
993,2313,1,1,0,11,10,1
994,4972,3,1,1,19,2,1
995,3979,2,0,1,15,25,1
996,277,13,0,1,1,918,0
997,394,14,0,1,2,1835,0
998,410,18,1,0,1,2829,0
999,470,21,0,0,3,1803,0
1000,42,11,0,0,2,2440,0
1001,337,8,0,0,4,528,0
1002,154,19,0,0,2,292,0
1003,425,11,0,0,2,2996,0
1004,422,12,0,0,3,1682,0
1005,292,15,1,0,4,302,0
1006,376,15,0,0,1,2601,0
1007,483,18,0,0,1,1939,0
1008,1641,4,0,1,11,6,1
1009,4821,0,1,1,9,16,1
1010,335,9,0,0,1,2971,0
1011,227,21,0,0,1,859,0
1012,325,11,0,1,1,771,0
1013,17,20,0,0,3,2883,0
1014,123,16,0,0,1,840,0
1015,150,10,0,0,4,739,0
1016,467,21,0,1,1,588,0
1017,2206,2,1,1,10,22,1
1018,37,21,1,0,3,643,0
1019,50,15,0,0,1,975,0
1020,1579,1,1,1,16,10,1
1021,312,11,1,0,3,2193,0
1022,307,18,0,0,2,2058,0
1023,77,18,0,0,4,1968,0
1024,173,10,1,0,4,1501,0
1025,55,21,0,0,4,75,0
1026,3718,5,1,1,17,5,1
1027,259,20,0,0,4,1908,0
1028,190,21,0,0,1,200,0
1029,72,16,1,0,4,1803,0
1030,246,19,0,0,4,955,0
1031,270,16,0,0,2,1621,0
1032,370,20,0,1,2,2440,0
1033,350,18,0,0,4,1520,0
1034,246,21,0,0,1,997,0
1035,67,11,0,0,4,1165,0
1036,233,17,1,0,2,2215,0
1037,448,21,0,0,4,1290,0
1038,4978,4,1,1,9,12,1
1039,493,21,0,0,2,2496,0
1040,389,9,0,1,4,2217,0
1041,22,11,0,0,4,166,0
1042,351,20,0,0,1,645,0
1043,316,14,0,0,3,881,0
1044,2562,0,1,1,13,29,1
1045,236,15,0,1,1,783,0
1046,48,9,0,0,2,355,0
1047,349,16,0,0,1,945,0
1048,441,11,0,0,3,2298,0
1049,445,12,0,0,2,1443,0
1050,217,10,0,0,1,2385,0
1051,104,8,0,1,3,956,0
1052,249,11,0,0,2,2729,0
1053,2806,2,0,0,17,13,1
1054,326,11,0,0,3,787,0
1055,266,8,1,1,4,1889,0
1056,3360,5,1,0,9,10,1
1057,157,16,0,1,1,635,0
1058,366,9,0,0,3,1968,0
1059,419,18,1,0,2,350,0
1060,128,16,0,0,2,2054,0
1061,194,16,1,0,3,867,0
1062,56,19,0,0,1,813,0
1063,4015,0,1,1,15,26,1
1064,3624,4,1,1,11,15,1
1065,190,18,0,0,1,65,0
1066,298,12,0,1,1,1420,0
1067,1172,3,0,1,17,20,1
1068,273,16,0,0,2,1007,0
1069,42,19,0,0,1,2492,0
1070,115,8,0,0,4,1386,0
1071,409,14,0,0,4,2358,0
1072,2580,2,0,1,18,16,1
1073,72,13,0,0,4,1831,0
1074,288,12,0,0,4,214,0
1075,1853,4,0,1,10,7,1
1076,332,10,0,0,1,2701,0
1077,227,21,0,1,4,2683,0
1078,1229,1,0,1,14,24,1
1079,271,15,0,0,2,512,0
1080,233,18,0,0,4,1427,0
1081,157,14,1,1,4,670,0
1082,89,21,0,0,4,305,0
1083,4899,2,1,0,11,25,1
1084,252,10,0,0,2,2549,0
1085,375,14,0,0,4,2980,0
1086,118,11,0,1,4,1507,0
1087,10,14,0,0,3,1783,0
1088,217,20,0,0,2,604,0
1089,454,11,0,0,4,817,0
1090,719,0,1,1,11,10,1
1091,1255,3,1,1,10,17,1
1092,350,11,0,1,4,1921,0
1093,198,19,0,0,2,1124,0
1094,265,21,0,0,3,410,0
1095,258,16,0,0,4,2872,0
1096,454,11,0,0,3,1660,0
1097,211,18,0,0,2,1620,0
1098,224,9,0,1,4,1149,0
1099,313,16,0,1,4,2199,0
1100,402,8,0,0,2,2836,0
1101,1246,3,1,1,12,26,1
1102,1624,0,0,1,14,8,1
1103,131,20,1,0,4,2687,0
1104,153,10,0,1,2,2690,0
1105,38,8,0,0,4,2977,0
1106,481,21,0,0,2,2692,0
1107,4320,5,1,1,11,12,1
1108,179,13,0,0,2,1821,0
1109,1412,5,0,1,9,22,1
1110,386,12,0,0,3,2239,0
1111,465,8,0,0,2,2103,0
1112,169,8,0,0,3,1746,0
1113,380,12,0,1,3,829,0
1114,393,10,0,1,1,2090,0
1115,288,9,0,0,1,1819,0
1116,1973,1,0,1,19,26,1
1117,231,14,0,1,2,870,0
1118,182,17,0,0,2,2961,0
1119,325,18,0,0,1,510,0
1120,97,21,0,0,2,1725,0
1121,1404,2,0,1,12,19,1
1122,160,8,0,0,3,1505,0
1123,429,8,0,0,1,1015,0
1124,361,14,0,0,2,1749,0
1125,186,8,1,0,3,1917,0
1126,37,19,0,0,1,2707,0
1127,153,11,0,0,3,361,0
1128,671,1,1,1,13,28,1
1129,321,18,0,0,4,1902,0
1130,276,10,0,0,3,2771,0
1131,84,18,0,0,1,847,0
1132,193,11,0,0,3,614,0
1133,2039,2,0,1,15,29,1
1134,15,14,0,0,2,2875,0
1135,262,17,1,1,3,2738,0
1136,449,16,1,0,3,2017,0
1137,414,11,0,0,4,976,0
1138,45,20,0,0,3,952,0
1139,369,21,0,0,2,1116,0
1140,466,12,0,1,4,1951,0
1141,170,14,0,0,2,2496,0
1142,251,9,0,0,3,370,0
1143,839,0,0,1,17,13,1
1144,489,14,0,0,1,216,0
1145,1783,3,1,1,14,8,1
1146,1419,2,1,1,11,10,1
1147,4233,2,1,1,13,14,1
1148,196,17,0,0,2,213,0
1149,262,13,0,0,4,2262,0
1150,393,8,0,0,2,598,0
1151,179,16,0,0,1,2153,0
1152,2041,1,1,1,11,5,1
1153,319,13,0,0,3,1147,0
1154,173,9,0,0,4,682,0
1155,374,8,1,0,3,1042,0
1156,61,18,0,0,2,1131,0
1157,420,18,0,0,3,1299,0
1158,468,12,1,0,2,2922,0
1159,358,16,0,0,1,1491,0
1160,248,14,0,0,4,1890,0
1161,108,14,0,0,3,2862,0
1162,236,15,0,0,1,2072,0
1163,141,8,0,0,3,72,0
1164,159,20,0,0,3,1787,0
1165,263,21,0,0,3,961,0
1166,805,5,1,1,19,12,1
1167,348,19,0,0,1,639,0
1168,205,20,0,0,2,1583,0
1169,3205,3,0,1,12,16,1
1170,110,19,0,0,2,1887,0
1171,399,20,0,0,2,1942,0
1172,250,19,0,0,1,825,0
1173,74,19,0,0,1,776,0
1174,311,21,0,0,4,2206,0
1175,35,16,0,0,2,254,0
1176,921,4,1,1,14,2,1
1177,170,12,0,0,1,317,0
1178,460,19,0,0,4,2015,0
1179,22,16,1,0,4,1290,0
1180,383,12,0,0,4,913,0
1181,318,11,0,0,1,1504,0
1182,46,19,1,0,4,1250,0
1183,63,19,1,0,4,1716,0
1184,44,8,0,0,1,629,0
1185,121,15,0,0,3,2223,0
1186,230,12,0,0,2,193,0
1187,424,20,0,1,1,707,0
1188,85,20,0,1,4,350,0
1189,18,12,0,0,1,1374,0
1190,396,21,0,0,1,2605,0
1191,1088,2,1,1,15,29,1
1192,399,11,0,0,3,2685,0
1193,426,21,0,0,2,1492,0
1194,197,8,0,0,1,482,0
1195,197,12,0,0,3,1836,0
1196,4850,5,1,1,13,19,1
1197,4739,0,1,1,10,5,1
1198,4770,3,1,1,12,13,1
1199,229,20,0,0,4,2808,0
1200,1403,3,0,0,19,29,1
